20	W
3	R
12	R
5	W
3	R
10	W
3	R
27	R
27	R
24	W
6	W
30	W
11	R
28	W
13	R
15	W
8	R
13	W
7	R
11	R
1	W
8	W
3	R
26	R
17	R
28	W
24	R
9	R
8	W
6	W
11	W
5	W
28	R
29	R
25	W
27	W
21	R
21	R
1	W
14	R
27	R
23	W
22	R
16	R
21	R
10	R
24	W
10	W
15	R
18	R
10	W
18	W
10	W
7	W
16	W
19	W
14	R
15	R
25	R
17	R
5	W
29	R
24	R
12	W
1	R
30	W
4	W
15	W
17	R
7	W
2	R
27	W
19	W
4	W
26	R
12	W
8	R
20	R
3	R
22	R
21	W
26	R
1	W
22	R
1	W
11	W
15	R
23	R
24	R
8	R
9	W
11	W
22	W
23	W
23	W
18	R
19	R
21	R
14	W
6	W
24	W
22	W
28	W
2	W
2	W
10	W
21	W
10	W
4	W
27	W
29	W
22	W
10	R
28	R
8	R
13	R
2	W
22	W
17	W
13	R
17	W
12	R
26	R
2	R
6	W
8	R
25	R
14	W
25	R
2	R
6	W
17	R
9	R
20	W
24	W
28	W
16	R
30	R
22	R
1	R
12	W
15	W
28	W
15	R
23	W
9	W
30	R
18	W
25	W
25	W
23	W
11	W
23	W
10	W
24	W
16	R
1	R
24	R
12	W
5	W
16	R
23	R
7	R
14	W
2	R
3	W
14	W
24	W
15	R
25	R
27	R
27	R
3	R
17	W
20	R
18	R
25	W
11	W
4	R
17	R
9	R
13	W
2	W
4	R
30	W
1	W
30	R
15	W
9	R
8	R
6	R
25	W
10	W
23	W
6	R
2	W
20	W
27	R
11	W
21	R
12	R
28	R
10	W
5	W
27	W
8	W
12	R
23	R
22	W
26	R
16	W
10	R
3	W
18	W
20	W
16	R
13	R
3	W
17	R
1	R
2	R
6	R
3	W
26	W
5	R
20	R
2	R
9	R
10	W
10	R
10	R
21	W
29	W
27	R
14	R
19	W
27	W
12	R
14	R
14	W
4	R
22	R
15	R
1	R
10	W
15	R
18	W
2	R
5	W
23	W
17	W
17	R
19	R
4	W
11	R
4	W
26	R
3	W
9	R
26	R
27	R
7	W
22	R
30	W
28	R
27	W
10	W
11	W
26	W
14	W
14	R
4	R
25	W
11	W
30	W
22	W
22	W
10	R
20	R
22	W
7	R
15	W
24	R
6	R
30	R
8	W
19	R
14	R
16	W
16	W
6	R
3	R
27	W
2	W
5	R
17	R
3	W
19	W
10	W
6	W
18	W
15	W
16	W
18	W
28	W
9	R
2	R
29	W
7	W
28	R
7	W
5	R
29	R
27	R
22	W
10	R
29	W
14	R
27	W
8	W
27	W
18	W
2	R
10	W
22	R
10	W
4	R
29	R
13	R
25	R
10	W
13	R
11	R
7	R
12	W
15	W
13	W
19	W
2	W
22	W
18	R
21	W
21	R
8	W
27	W
8	R
19	W
21	R
30	R
19	R
10	R
10	W
19	R
27	W
18	W
13	W
25	W
11	R
28	W
10	R
3	R
15	R
21	R
25	W
23	R
15	W
30	W
15	W
6	R
7	W
13	W
13	R
29	R
13	W
24	R
4	W
23	W
30	R
14	W
17	W
28	R
29	R
16	R
6	W
8	R
29	W
16	R
10	W
17	W
23	W
28	R
27	R
6	W
25	W
19	R
17	W
3	W
27	R
12	W
24	R
6	W
14	R
16	R
18	W
29	R
11	W
29	R
30	W
24	R
7	W
19	W
11	W
23	R
24	W
9	R
29	W
22	W
27	R
27	W
30	R
8	W
26	W
8	W
24	R
12	W
26	W
7	W
5	R
13	W
9	R
6	R
18	R
10	W
17	W
12	W
14	R
9	W
1	W
27	W
30	W
7	R
21	W
1	W
26	R
15	W
17	R
2	W
1	W
10	W
9	R
25	R
15	W
16	R
11	W
22	R
25	R
5	R
26	R
24	R
9	R
17	R
21	W
21	R
29	W
30	W
26	R
14	W
28	R
17	W
24	W
10	W
20	R
16	R
11	W
28	W
10	W
6	W
1	W
4	W
1	W
21	W
20	W
28	R
16	W
8	R
5	W
10	R
2	R
1	W
18	W
23	R
3	R
10	W
30	W
17	R
1	R
18	W
2	R
20	R
4	R
