16	R
4	R
11	R
11	R
21	R
13	R
20	W
22	W
6	R
22	W
26	R
9	W
23	W
25	W
7	R
6	W
7	R
21	R
11	R
8	R
7	W
5	W
15	R
11	W
9	W
2	W
14	W
4	R
7	W
2	R
14	R
19	W
7	R
29	R
1	W
2	R
17	W
2	W
16	W
5	W
27	W
20	W
15	R
8	R
4	R
18	R
29	W
28	R
6	W
14	W
1	R
4	W
4	R
3	W
30	R
27	W
5	W
27	R
22	R
24	R
19	R
25	W
30	R
14	R
10	R
16	R
17	R
12	R
7	W
24	W
26	W
15	W
20	R
11	R
29	W
12	W
28	W
27	R
20	W
7	W
21	W
24	R
2	R
19	W
24	W
5	R
16	R
19	R
13	R
29	W
8	W
21	R
8	R
15	R
18	R
10	W
12	R
7	R
21	R
12	W
7	W
25	W
18	R
18	W
25	W
3	W
18	R
20	R
1	W
27	R
16	R
10	R
1	W
1	W
11	W
19	R
19	R
22	W
17	R
27	R
30	W
26	R
14	R
25	R
10	W
9	R
20	W
13	W
26	R
25	W
16	W
6	W
18	R
23	R
11	W
29	W
3	R
19	W
1	R
14	R
26	W
5	R
2	W
19	R
22	R
24	W
10	R
3	W
1	W
16	R
29	W
20	R
30	W
16	R
5	W
11	W
5	R
29	W
24	R
24	W
13	R
15	R
21	R
4	R
4	R
23	W
24	R
2	W
4	W
16	W
23	W
22	R
2	W
25	W
20	W
25	W
19	R
8	R
25	R
22	R
21	W
22	R
18	W
8	W
25	R
21	R
10	W
5	R
15	R
12	W
9	W
12	R
6	R
19	R
22	W
13	W
16	W
18	R
11	R
16	R
1	R
5	W
2	W
5	R
30	W
4	W
14	R
18	R
26	R
11	R
16	R
20	R
11	W
26	R
16	R
10	R
9	W
18	R
15	W
19	R
22	W
6	R
7	W
15	W
30	W
10	R
10	R
30	W
28	R
3	W
5	W
22	W
17	R
16	W
23	W
30	W
25	R
10	R
28	W
16	R
11	R
26	R
8	R
2	R
19	W
10	R
7	R
28	W
2	R
17	W
8	W
29	R
20	W
9	W
23	R
28	W
3	R
16	W
9	R
7	R
13	W
4	R
9	R
4	W
28	W
17	R
5	R
21	R
6	W
26	W
16	R
15	W
30	W
20	W
9	W
27	R
3	W
23	R
14	R
26	R
16	W
8	R
10	W
29	R
19	W
5	W
30	R
6	R
3	R
7	R
12	R
15	W
16	R
1	R
25	W
24	R
30	R
15	R
12	R
16	R
28	W
10	R
22	R
18	W
1	W
26	W
10	W
10	R
1	W
29	R
19	W
27	W
6	R
19	W
15	W
2	W
7	R
23	W
18	W
22	W
17	R
14	W
11	R
26	R
16	W
5	W
8	W
6	R
26	W
22	R
11	R
28	R
18	W
14	R
13	R
6	R
6	R
8	W
3	R
26	W
19	W
6	W
7	R
30	R
18	W
27	W
28	W
14	R
20	R
11	W
16	R
15	R
27	W
28	W
17	R
1	R
6	W
30	R
30	R
7	R
12	R
6	W
2	R
16	R
30	R
15	R
27	R
19	R
12	W
14	W
30	R
2	R
26	R
1	W
14	R
4	R
23	W
10	R
20	W
29	R
6	R
25	W
3	R
8	R
20	W
4	R
20	W
8	R
20	W
2	R
7	W
4	R
7	R
7	W
22	W
7	R
10	R
12	R
28	W
19	R
3	W
20	W
19	R
20	R
4	W
17	W
19	W
23	R
25	R
4	W
26	W
27	W
17	W
10	W
27	W
14	R
11	R
12	W
21	W
22	R
15	W
18	R
12	W
11	W
1	W
5	W
16	R
15	W
9	W
29	R
5	W
26	W
29	R
29	R
22	W
27	W
11	R
22	W
16	W
11	W
8	W
4	R
16	W
8	W
4	W
13	W
1	W
15	R
20	R
18	W
8	W
1	R
20	R
2	W
16	R
13	R
20	W
29	R
26	W
13	R
3	R
20	W
24	R
2	R
1	R
16	R
17	R
19	W
1	W
3	W
24	W
1	R
23	R
10	W
27	W
30	R
16	W
16	R
16	W
5	W
12	R
16	W
29	W
26	R
8	W
14	R
13	W
28	W
5	R
15	R
20	R
13	R
26	R
27	R
30	R
18	R
13	W
9	R
29	W
9	W
